Type,Matter #,Name,Budget Category
MUR,3391,BURSON-MARSTELLER POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3390,ASSOCIATION FOR THE ADVANCEMENT OF PSYCHOLOGY INC.,Legacy Data
MUR,3389,AMERICAN SYSTEMS CORPORATION PAC,Legacy Data
MUR,3388,AMERICAN PHARMACEUTICAL ASSOCIATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3387,WINE INSTITUTE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3386,AMERICAN ASSOCIATION FOR MARRIAGE AND FAMILY THERAPY,Legacy Data
MUR,3385,BUSH - QUAYLE 88,Legacy Data
MUR,3384,BEILENSON CAMPAIGN COMMITTEE,Legacy Data
MUR,3383,RE-ELECT SENATOR PELL COMMITTEE,Legacy Data
MUR,3382,SAM BEARD FOR THE U.S. SENATE,Legacy Data
MUR,3381,CITIZENS COALITION FOR RESPONSIBLE GOVERNMENT,Legacy Data
MUR,3380,COLLINS FOR CONGRESS,Legacy Data
MUR,3379,"TOM CRISTO FOR U.S. SENATE, INC.",Legacy Data
MUR,3378,CITIZENS FOR ELEANOR HOLMES NORTON,Legacy Data
MUR,3377,PATSY T. MINK CAMPAIGN COMMITTEE,Legacy Data
MUR,3376,CONGRESSMAN GERRY E. STUDDS AND STUDDS FOR CONGRESS,Legacy Data
MUR,3375,SIMON FOR PRESIDENT,Legacy Data
MUR,3374,PRIDE REFINING COMPANY PAC,Legacy Data
MUR,3373,UNITED ASSOCIATION LOCAL 725 PIPE-FITTERS AIR-CONDITIONING PAC,Legacy Data
MUR,3372,BILL THOMAS CAMPAIGN COMMITTEE,Legacy Data
MUR,3371,AMERICANS UNITED,Legacy Data
MUR,3369,CURRY FOR CONGRESS,Legacy Data
MUR,3367,HAIG FOR PRESIDENT,Legacy Data
MUR,3366,BRUCE HERSCHENSOHN FOR U.S. SENATE '92,Legacy Data
MUR,3365,GERRY E. STUDDS,Legacy Data
MUR,3364,HUDSON VALLEY PAC,Legacy Data
MUR,3363,GLASSCO FOR CONGRESS COMMITTEE,Legacy Data
MUR,3362,AL SMITH FOR CONGRESS COMMITTEE,Legacy Data
MUR,3361,STEVENS FOR CONGRESS,Legacy Data
MUR,3360,JACK KEMP FOR PRESIDENT,Legacy Data
MUR,3359,WELLSTONE FOR SENATE,Legacy Data
MUR,3358,LEHIGH VALLEY CITIZENS FOR DON RITTER,Legacy Data
MUR,3357,FRAZER FOR CONGRESS COMMITTEE,Legacy Data
MUR,3356,SALOMAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3355,MIKE BROWN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3354,CULT AWARENESS NETWORK,Legacy Data
MUR,3353,RICHARD E. NEAL FOR CONGRESS COMMITTEE,Legacy Data
MUR,3352,SCHAFER FOR CONGRESS,Legacy Data
MUR,3351,AMERICANS FOR FREE INTERNATIONAL TRADE PAC,Legacy Data
MUR,3350,JOHN VOGT FOR CONGRESS,Legacy Data
MUR,3349,PETE PETERSON CAMPAIGN FUND,Legacy Data
MUR,3348,COMMITTEE FOR QUALITY HOSPITAL CARE,Legacy Data
MUR,3347,DEMOCRATS FOR ECONOMIC RECOVERY and LAROUCHE IN '92,Legacy Data
MUR,3346,MECLA: MUNICIPAL ELECTIONS COMMITTEE OF LOS ANGELES,Legacy Data
MUR,3345,ARISTOTLE INDUSTRIES,Legacy Data
MUR,3344,KANSAS DEMOCRATIC STATE COMMITTEE,Legacy Data
MUR,3343,DEMOCRATIC CONGRESSIONAL FUND,Legacy Data
MUR,3342,GEPHARDT FOR PRESIDENT,Legacy Data
MUR,3341,JOHN F. MACGOVERN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3340,DON DAVIS FOR CONGRESS,Legacy Data
MUR,3339,SENATOR BEN BAGERT COMMITTEE TO PUT LOUISIANA FIRST,Legacy Data
MUR,3338,FRIENDS OF MATT MATSUNAGA,Legacy Data
MUR,3337,BARNEY FRANK FOR CONGRESS COMMITTEE,Legacy Data
MUR,3336,TRUDY COXE FOR CONGRESS COMMITTEE,Legacy Data
MUR,3335,WINE AND SPIRITS WHOLESALERS OF AMERICA PAC,Legacy Data
MUR,3334,WILLIAM LYON COMPANY FEDERAL PAC,Legacy Data
MUR,3333,WAREHOUSE EMPLOYEES UNION LOCAL 169 PAC,Legacy Data
MUR,3332,VIRGINIA BANKPAC,Legacy Data
MUR,3331,NATIONAL DEMOCRATIC POLICY COMMITTEE,Legacy Data
MUR,3330,IBEW 349 ELECTRO-PAC,Legacy Data
MUR,3329,FREEZE VOTER,Legacy Data
MUR,3328," DELEUW, CATHER & COMPANY PAC",Legacy Data
MUR,3327,BROOKLYN DEMOCRATS FEDERAL CAMPAIGN ACCOUNT,Legacy Data
MUR,3326,BLACK POLTICAL ACTION COMMITTEE,Legacy Data
MUR,3325,PETER BEDFORD/ANNUAL LIMIT CONTRIBUTORS,Legacy Data
MUR,3324,NATIONAL FREEDOM PAC,Legacy Data
MUR,3323,DANIEL K. AKAKA FOR U.S. SENATE,Legacy Data
MUR,3322,CLAY CAMPAIGN COMMITTEE,Legacy Data
MUR,3321,REPUBLICAN PARTY OF DADE COUNTY,Legacy Data
MUR,3320,CONNECTICUT CARPENTERS LEGISLATIVE IMPROVEMENT COMMITTEE,Legacy Data
MUR,3319,HANNOCH WEISMAN PAC,Legacy Data
MUR,3318,BUSH-QUAYLE '88,Legacy Data
MUR,3317,UTAH REPUBLICAN PARTY FEDERAL ACCOUNT,Legacy Data
MUR,3316,RE-ELECT SLAUGHTER FOR CONGRESS COMMITTEE,Legacy Data
MUR,3315,JOSIE HEATH FOR U.S. SENATE INC.,Legacy Data
MUR,3314,BLACK POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3313,DAVID THIBODAUX FOR CONGRESS 1990,Legacy Data
MUR,3312,DAN DALY FOR U.S. SENATE,Legacy Data
MUR,3311,EMPLOYEES OF MERBANK PAC,Legacy Data
MUR,3310,OSTEOPATHIC POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3309,DOLE FOR PRESIDENT,Legacy Data
MUR,3308,SOFT DRINK PAC,Legacy Data
MUR,3307,SHONEY'S POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3306,SAN FRANCISCANS FOR GOOD GOVERNMENT,Legacy Data
MUR,3305,PRESTON GATES ELLIS & ROUVELAS MEEDS PAC,Legacy Data
MUR,3304,PENNZOIL PAC,Legacy Data
MUR,3303,PACIFIC MUTUAL LIFE INSURANCE COMPANY PAC,Legacy Data
MUR,3302,PACIFIC ENTERPRISES POLITICAL ASSISTANCE COMMITTEE,Legacy Data
MUR,3301,OCCIDENTAL OIL AND GAS CORPORATION PAC,Legacy Data
MUR,3300,NCNB CORPORATION PAC,Legacy Data
MUR,3299,NAPUS PAC FOR POSTMASTERS,Legacy Data
MUR,3298,MINNESOTA MINING AND MANUFACTURING COMPANY PAC (3M PAC),Legacy Data
MUR,3297,MARINE ENGINEERS BENEFICIAL ASSOCIATION RETIREES GROUP FUND,Legacy Data
MUR,3296,MAPCO EMPLOYEES PAC,Legacy Data
MUR,3295,LOCKHEED EMPLOYEE'S PAC,Legacy Data
MUR,3294,LOCAL 401 IRON WORKERS POLITICAL ACTION FUND,Legacy Data
MUR,3293,"IUE COPE, INTERNATIONAL UNION OF ELECTRONIC, ELECTRICAL, SALARIED, MACHINE AND FURNITURE WORKERS,  AFL-CIO",Legacy Data
MUR,3292,INVESTMENT MANAGEMENT PAC OF THE INVESTMENT COMPANY INSTITUTE,Legacy Data
MUR,3291,INTERNATIONAL CHIROPRACTORS PAC,Legacy Data
MUR,3290,HUDSON VALLEY PAC,Legacy Data
MUR,3289,HOME SHOPPING NETWORK PAC (HSN PAC),Legacy Data
MUR,3288,GUN OWNERS OF AMERICA CAMPAIGN COMMITTEE,Legacy Data
MUR,3287,FIRST CITY BANCORPORATION OF TEXAS INC. PAC,Legacy Data
MUR,3286,ENTERPRISE LEASING COMPANY PAC,Legacy Data
MUR,3285,DUCHOSSOIS INDUSTRIES INC. PAC,Legacy Data
MUR,3284,CORPORATE CITIZENSHIP COMMITTEE,Legacy Data
MUR,3283,CONSOLIDATED RAIL CORPORATION GOOD GOVERNMENT FUND,Legacy Data
MUR,3282,COMMITTEE FOR GOOD GOVERNMENT OF TEMPLE-INLAND FOREST PRODUCTS CORPORATION,Legacy Data
MUR,3281,BROTHERHOOD OF LOCOMOTIVE ENGINEERS LEGISLATIVE LEAGUE,Legacy Data
MUR,3280,BELL ATLANTIC CORPORATION PAC,Legacy Data
MUR,3279,ASSOCIATION OF FLIGHT ATTENDANTS PAC,Legacy Data
MUR,3278,ARMCO EMPLOYEES' PAC,Legacy Data
MUR,3277, AMERICAN FINANCIAL SERVICES ASSOCIATION POLITICAL ACTION COMMITTEE (formerly known as National Consumer Finance Association PAC),Legacy Data
MUR,3276,AMERICAN CONSULTING ENGINEERS PAC,Legacy Data
MUR,3275,AETNA LIFE AND CASUALTY COMPANY PAC,Legacy Data
MUR,3274,COMMITTEE TO ELECT JAMES MCCLURE CLARKE TO CONGRESS,Legacy Data
MUR,3273,REED FOR CONGRESS COMMITTEE,Legacy Data
MUR,3272,H&R BLOCK PAC,Legacy Data
MUR,3271,MCCONNELL SENATE COMMITTEE '96,Legacy Data
MUR,3270,COMMODORE SAVINGS ASSOCIATION,Legacy Data
MUR,3269,SENATE COMMITTEE FOR TWILEGAR,Legacy Data
MUR,3268,CONGRESSMAN ST. GERMAIN REELECTION COMMITTEE,Legacy Data
MUR,3267,COMMITTEE TO ELECT RALPH WAITE TO CONGRESS,Legacy Data
MUR,3266,HAMP HODGES FOR CONGRESS,Legacy Data
MUR,3265,FRIENDS OF PHIL MCCONKEY,Legacy Data
MUR,3264,COMMITTEE TO ELECT MARC MORIAL FOR CONGRESS,Legacy Data
MUR,3262,JOHN ADLER FOR CONGRESS,Legacy Data
MUR,3261,KEEP GEORGE BROWN IN CONGRESS,Legacy Data
MUR,3260,MARYLAND MEDICAL PAC,Legacy Data
MUR,3259,GEPHARDT FOR CONGRESS,Legacy Data
MUR,3258,JIM JONTZ FOR CONGRESS,Legacy Data
MUR,3257,JOLENE UNSOELD 1990 CAMPAIGN,Legacy Data
MUR,3256,ALEXANDER CAMPAIGN COMMITTEE,Legacy Data
MUR,3255,FRIENDS OF HUGH D. SHINE FOR U.S. CONGRESS,Legacy Data
MUR,3254,CALIFORNIA YOUNG REPUBLICAN PAC,Legacy Data
MUR,3253,EVERLY FOR CONGRESS,Legacy Data
MUR,3252,FRIENDS OF VAN SISTENE,Legacy Data
MUR,3251,DICK NICHOLS FOR CONGRESS,Legacy Data
MUR,3250,MANGINI FOR CONGRESS COMMITTEE,Legacy Data
MUR,3249,ANNUAL LIMIT CONTRIBUTORS,Legacy Data
MUR,3248,NEW YORK DEMOCRATIC PARTY,Legacy Data
MUR,3247,FRIENDS OF BUTLER DERRICK,Legacy Data
MUR,3246,CHARLES TAYLOR FOR CONGRESS COMMITTEE,Legacy Data
MUR,3245,FRIENDS OF CONGRESSMAN HOCKBRUECKNER,Legacy Data
MUR,3244,CONSUMERS BANKERS ASSOCIATION PAC,Legacy Data
MUR,3243,KEEP HOPE ALIVE PAC,Legacy Data
MUR,3242,KEVIN P. GAUGHAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3241,TOM LANTOS FOR CONGRESS,Legacy Data
MUR,3240,EQUITABLE FINANCIAL SERVICES PAC,Legacy Data
MUR,3239,DAVID SMITH FOR CONGRESS,Legacy Data
MUR,3238,THOMAS DYSON,Legacy Data
MUR,3237,KETUCKIANS FOR BROCK COMMITTEE,Legacy Data
MUR,3236,WOLPE FOR CONGRESS,Legacy Data
MUR,3235,"LEBOEUF , LAMB, LEIBY & MACRAE PAC",Legacy Data
MUR,3234,NEW YORK STATE CONSERVATIVE PARTY,Legacy Data
MUR,3233,"COMMITTEE TO ELECT ""DUKE"" CUNNINGHAM",Legacy Data
MUR,3232,GENERAL DEVELOPOMENT CORPORATION BETTER GOVERNMENT PAC,Legacy Data
MUR,3231,WHITMAN FOR U.S. SENATE COMMITTEE INC.,Legacy Data
MUR,3230,CITIZENS UNITED,Legacy Data
MUR,3228,DAHLSON FOR CONGRESS,Legacy Data
MUR,3227,DURENBERGER '94 VOLUNTEER COMMITTEE,Legacy Data
MUR,3225,HUGHES FOR CONGRESS,Legacy Data
MUR,3224,FRED LOCKWOOD FOR CONGRESS,Legacy Data
MUR,3223,TERRY SANFORD FOR U.S. SENATE,Legacy Data
MUR,3221,FRIENDS OF FRANK HUTCHINSON,Legacy Data
MUR,3220,PROGRESSIVE PAC,Legacy Data
MUR,3219,CONGRESSIONAL OVERHAUL,Legacy Data
MUR,3218,BLACKWELL FOR CONGRESS,Legacy Data
MUR,3217,ILLINOIS FEDERATION FOR RIGHT TO LIFE PAC,Legacy Data
MUR,3216,JIM RAPPAPORT FOR SENATE,Legacy Data
MUR,3215,MIKE EASLEY FOR SENATE COMMITTEE,Legacy Data
MUR,3214,LOUISIANA HOST COMMITTEE 1988,Legacy Data
MUR,3213,COMMITTEE TO RE-ELECT ESTEBAN E. TORRES TO CONGRESS,Legacy Data
MUR,3212,DURENBERGER '94 VOLUNTEER COMMITTEE,Legacy Data
MUR,3211, LAROUCHE DEMOCRATIC CAMPAIGN 1988,Legacy Data
MUR,3210,CITIZENS UNITED,Legacy Data
MUR,3209,TOM DELAY CONGRESSIONAL COMMITTEE,Legacy Data
MUR,3208,SENATE COMMITEE FOR BO THOMAS,Legacy Data
MUR,3207,KOLSTAD FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,3206,DORNAN IN '88 COMMITTEE,Legacy Data
MUR,3205,OKLAHOMA LEADERSHIP COUNCIL,Legacy Data
MUR,3204,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE/CONRAD BURNS,Legacy Data
MUR,3203,LONSDALE FOR SENATE,Legacy Data
MUR,3202,GERMANIA BANK FSB,Legacy Data
MUR,3201,VOLUNTEERS FOR VENTO,Legacy Data
MUR,3200,DAN MARRIOTT FOR CONGRESS,Legacy Data
MUR,3199,ODOM FOR U.S. SENATE,Legacy Data
MUR,3198,COMMITTEE TO RE-ELECT TOM FOLEY,Legacy Data
MUR,3197,VICTOR ROMERO FOR CONGRESS,Legacy Data
MUR,3196,TOM CHRISTO FOR U.S. SENATE INC.,Legacy Data
MUR,3195,FRIENDS OF LARRY PRESSLER,Legacy Data
MUR,3194,MICAHEL GEORGIOU AND ABDELAZIZ GREN,Legacy Data
MUR,3193,CAMPAIGN FOR A NEW MAJORITY,Legacy Data
MUR,3192,ORTON FOR CONGRESS,Legacy Data
MUR,3191,FRIENDS OF BILL ZELIFF,Legacy Data
MUR,3190,MARK BLANKENSHIP FOR U.S. CONGRESS,Legacy Data
MUR,3189,"LOCAL 1199 DRUG, HOSPITAL AND HEALTH CARE EMPLOYEES UNION",Legacy Data
MUR,3188,EMERALD HOMES INC.,Legacy Data
MUR,3186,GENERAL DEVELOPMENT CORPORATION BETTER GOVERNMENT PAC,Legacy Data
MUR,3185,BLACK POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3184,ROLDE FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,3183,INSURANCE  COALITION OF AMERICA INC.,Legacy Data
MUR,3182,DNC SERVICES CORPORATION,Legacy Data
MUR,3181,COLLINS FOR CONGRESS and BARBARA ROSE-COLLINS,Legacy Data
MUR,3180,DAN COATS FOR SENATE COMMITTEE aka DAN COATS FOR INDIANA,Legacy Data
MUR,3179,STEVE NEAL FOR CONGRESS COMMITTEE,Legacy Data
MUR,3178,"HANDGUN CONTROL, INC.",Legacy Data
MUR,3177,NATIONAL LIBERTARIAN COMMITTEE,Legacy Data
MUR,3176,CHRISTIAN COALITION,Legacy Data
MUR,3175,MARY C. BINGHAM,Legacy Data
MUR,3174,LAROCCO FOR CONGRESS,Legacy Data
MUR,3173,REYNOLDS FOR CONGRESS 1990,Legacy Data
MUR,3172,HARVEY GANTT FOR SENATE CAMPAIGN COMMITTEE,Legacy Data
MUR,3171,LAUGHLIN FOR CONGRESS '88,Legacy Data
MUR,3170,NORTH CAROLINA REPUBLICAN PARTY,Legacy Data
MUR,3169,NORTH CAROLINA REPUBLICAN EXECUTIVE COMMITTEE,Legacy Data
MUR,3168,NORTH CAROLINA REPUBLICAN PARTY EXECUTIVE COMMITTEE,Legacy Data
MUR,3167,CHRISTIAN COALITION,Legacy Data
MUR,3166,BOB LAWRENCE FOR CONGRESS,Legacy Data
MUR,3165,SOUTHERN CALIFORNIA COALITION FOR RESPONSIBLE GOVERNMENT,Legacy Data
MUR,3164,MCDEVITT FOR CONGRESS,Legacy Data
MUR,3163,KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE,Legacy Data
MUR,3162,CITIZENS FOR INFORMED VOTING IN THE COMMONWEALTH,Legacy Data
MUR,3160,PERSONS UNKNOWN,Legacy Data
MUR,3159,FRIENDS FOR MILLER COMMITTEE,External Enforcement
MUR,3158,JACK BEUCHNER FOR CONGESS,Legacy Data
MUR,3157,JOAN KELLY HORN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3156,MIKE EASLEY FOR SENATE COMMITTEE,Legacy Data
MUR,3155,MARGARET MUELLER FOR CONGRESS COMMITTEE,Legacy Data
MUR,3154,JOHN BRYANT FOR CONGRESS,Legacy Data
MUR,3153,MONTGOMERY COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,Legacy Data
MUR,3152,REPUBLICANS FOR CHOICE,Legacy Data
MUR,3151,"COMMITTEE TO ELECT ""DUKE"" CUNNINGHAM",Legacy Data
MUR,3150,IOWANS FOR TAUKE,Legacy Data
MUR,3149,CRAIG FOR U.S. SENATE,Legacy Data
MUR,3148,THROW THE RASCALS OUT,Legacy Data
MUR,3147,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3146,NITA LOWEY FOR CONGRESS,Legacy Data
MUR,3145,KENTUCKY STATE DEMOCRATIC EXECUTIVE COMMITTEE,Legacy Data
MUR,3144,CRAIG FOR U.S. SENATE,Legacy Data
MUR,3143,DUKAKIS FOR PRESIDENT,Legacy Data
MUR,3142,REPUBLICAN PARTY OF DADE COUNTY,Legacy Data
MUR,3141,SIBLEY FOR CONGRESS,Legacy Data
MUR,3140,ZIMMER FOR SENATE,Legacy Data
MUR,3139,GENERAL DEVELOPMENT CORPORATION BETTER GOVERNMENT PAC,Legacy Data
MUR,3138,FIRST AMENDMENT CRISIS TEAM,Legacy Data
MUR,3137,RE-ELECT SENATOR MARK HATFIELD COMMITTEE,Legacy Data
MUR,3136,SALOMAN BROTHERS INC. POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3135,REPUBLICAN SENATORIAL INNER CIRCLE 1990,Legacy Data
MUR,3134,BOB WILLIAMS FOR CONGRESS,Legacy Data
MUR,3133,ENRON PAC,Legacy Data
MUR,3132,ANNUNZIO FOR PEOPLE COMMITTEE,Legacy Data
MUR,3130,DEMOCRATIC STATE CENTRAL COMMITTEE OF CALIFORNIA - FEDERAL,Legacy Data
MUR,3129,AGENDA FOR THE 90s,Legacy Data
MUR,3128,NATIONAL STRUCTURED SETTLEMENT TRADE ASSOCIATION PAC,Legacy Data
MUR,3127,REPUBLICAN PARTY OF IOWA,Legacy Data
MUR,3126,SAN BERNADINO COUNTY REPUBLICAN STATE COMMITTEE,Legacy Data
MUR,3125,CAE-LINK CORPORATION,Legacy Data
MUR,3124,ATLANTA '88 COMMITTEE INC.,Legacy Data
MUR,3123,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3122,GOPAC,Legacy Data
MUR,3121,"CHARLES H. KEATING, JR.",Legacy Data
MUR,3120,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3119,CHANDLER FOR CONGRESS,Legacy Data
MUR,3118,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3117,CONGRESSMAN WRIGHT APPRECIATION COMMITTEE,Legacy Data
MUR,3116,DEMOCRATIC PARTY OF OKLAHOMA,Legacy Data
MUR,3115,TEXANS FOR SWEENEY,Legacy Data
MUR,3114,PREVIDI FOR CONGRESS,Legacy Data
MUR,3113,JIM MORAN FOR CONGRESS,Legacy Data
MUR,3112,FRIENDS OF SAM JONES,Legacy Data
MUR,3110,"M.D.C. HOLDINGS, INC.",Legacy Data
MUR,3109,NATIONAL ABORTION RIGHTS ACTION LEAGUE INC. (NARAL),Legacy Data
MUR,3108,DEMOCRATIC STATE CENTRAL COMMITTEE OF CALIFORNIA - FEDERAL,Legacy Data
MUR,3107,THE PEOPLE FOR MIKE PENCE,Legacy Data
MUR,3106,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,Legacy Data
MUR,3105,PEOPLE FOR MIKE PENCE,Legacy Data
MUR,3104,1988 ANNUAL LIMIT EXCESSIVE CONTRIBUTORS,Legacy Data
MUR,3103,BLACK POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3102,AIDS COALITION TO UNLEASH POWER (ACT UP/DC ),Legacy Data
MUR,3101,FRIENDS OF PHIL SHARP INC.,Legacy Data
MUR,3099,GULF POWER COMPANY INC.,Legacy Data
MUR,3098,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3097,LOUIS DUPONT SMITH FOR CONGRESS,Legacy Data
MUR,3096,DEMOCRATIC PARTY OF OREGON,Legacy Data
MUR,3095,MISSOURI DEMOCRATIC STATE COMMITTEE (FEDERAL/NONFEDERAL ACCOUNT),Legacy Data
MUR,3094,WILLIAM LEHMAN CAMPAIGN FUND COMMITTEE,Legacy Data
MUR,3093,JOHN BAINE FOR CONGRESS COMMITTEE,Legacy Data
MUR,3092,"KASTEN FOR SENATE COMMITTEE, INC.",Legacy Data
MUR,3091,CURE AIDS NOW AND THE ORAL MAJORITY,Legacy Data
MUR,3090,COMMON CAUSE,Legacy Data
MUR,3089,"DUKAKIS FOR PRESIDENT COMMITTEE, INC.",Legacy Data
MUR,3088,STERLPAC-STERLING DRUG INC. EMPLOYEES PAC FOR IMPROVED GOVERNMENT,Legacy Data
MUR,3087,CONRAD BURNS FOR SENATE,Legacy Data
MUR,3086,WILLIAMETTE CITIZEN,Legacy Data
MUR,3085,DEMOCRATIC STUDY GROUP CAMPAIGN FUND,Legacy Data
MUR,3084,THE RAY ELLISON INDUSTRIES INC. PAC,Legacy Data
MUR,3083,ENRON PAC,Legacy Data
MUR,3082,SCOTT FOR CONGRESS,Legacy Data
MUR,3081,IOWANS FOR POWELL,Legacy Data
MUR,3080,PHILIP KLINGER,Legacy Data
MUR,3079,FRIENDS OF VOINOVICH,Legacy Data
MUR,3078,MARGARET MUELLER FOR CONGRESS COMMITTEE,Legacy Data
MUR,3076,VICTORY '88,Legacy Data
MUR,3075,PACIFIC PAC,Legacy Data
MUR,3074,RE-ELECT SENATOR MARK HATFIELD COMMITTEE,Legacy Data
MUR,3073,VOLUNTARY CONTRIBUTORS FOR BETTER GOVERNMENT; A PROGRAM OF EMPLOYEES OF INTERNAITONAL PAPER,Legacy Data
MUR,3072,THE UNITED ASSOCIATION LOCAL 725 PIPEFITTERS AIR CONDITIONING PAC,Legacy Data
MUR,3071,HOMESHIELD INSURANCE COMPANY,Legacy Data
MUR,3070,KORMAN FOR CONGRESS,Legacy Data
MUR,3069,BUSH-QUAYLE '88,Legacy Data
MUR,3067,RHODES FOR CONGRESS COMMITTEE,Legacy Data
MUR,3066,BRUCE VORHAUER FOR US SENATE AND FIRST VALLEY BANK,Legacy Data
MUR,3065,FEDERAL EXPRESS CORPORATION PAC,Legacy Data
MUR,3064,AMERICAN RESORT & RESIDENTIAL DEVELOPMENT ASSOCIATION PAC,Legacy Data
MUR,3063,BONKER FOR SENATE COMMITTEE,Legacy Data
MUR,3062,WILD-PAC,Legacy Data
MUR,3061,CONGRESSMAN MURPHY CAMPAIGN COMMITTEE,Legacy Data
MUR,3060,SIDWELL FOR CONGRESS,Legacy Data
MUR,3059,CARL C. PERKINS ELECTION COMMITTEE,Legacy Data
MUR,3058,GENE TAYLOR FOR CONGRESS COMMITTEE,Legacy Data
MUR,3057,CRAIG WASHINGTON FOR CONGRESS,Legacy Data
MUR,3056,NATIONAL COMMUNITY BANK OF NEW JERSEY,Legacy Data
MUR,3055,FRIENDS OF SENATOR DAVID KARNES COMMITTEE,Legacy Data
MUR,3054,ILEANA ROS-LEHTINEN FOR CONGRESS COMMITTEE,Legacy Data
MUR,3053,NATIONAL CONSERVATIVE FOUNDATION,Legacy Data
MUR,3052,SIDWELL FOR CONGRESS COMMITTEE,Legacy Data
MUR,3051,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,3050,SCHEUER FOR CONGRESS 1990,Legacy Data
MUR,3049,BILL GRANT CAMPAIGN FUND,Legacy Data
MUR,3048,RUCKER FOR CONGRESS,Legacy Data
MUR,3047,SIMON FOR SENATE,Legacy Data
MUR,3045,COMMITTEE TO ELECT ROBERT CORDARO TO CONGRESS,Legacy Data
MUR,3044,RICHMAN FOR CONGRESS,Legacy Data
MUR,3043,"ALLIANCE OF FAMILIES FOR CHRISTIAN VALUES, INC.",Legacy Data
MUR,3042,FRIENDS OF BOB GIGANTE,Legacy Data
MUR,3041,CONOVER FOR CONGRESS '88,Legacy Data
MUR,3040,SAVINGS ASSOCIATION PAC,Legacy Data
MUR,3039,CITIZENS FOR STEVE TATONE,Legacy Data
MUR,3038,BENTSEN FOR VICE-PRESIDENT 1988,Legacy Data
MUR,3037,EISENDRATH FOR CONGRESS,Legacy Data
MUR,3036,THOMAS FOR CONGRESS,Legacy Data
MUR,3035,AMERICAN FIRST RESOURCE MANAGEMENT INC. PAC,Legacy Data
MUR,3034,EQUIMARK CORPORATION'S PAC,Legacy Data
MUR,3033,COMMONWEALTH BANCSHARE CORPORATION,Legacy Data
MUR,3032,MISSISSIPPI DEMOCRATIC PARTY PAC,Legacy Data
MUR,3031,JO ANN PEPPER CAMPAIGN COMMITTEE,Legacy Data
MUR,3030,"MUNICIPAL BOND INVESTORS COMMITTEE (BOND INVESTORS ASSOCIATION, INC.)",Legacy Data
MUR,3029,SPRINGFIELD REGION LABORERS' POLITICAL LEAGUE,Legacy Data
MUR,3028,"DEMOCRATIC STATE CENTRAL COMMITTEE, FEDERAL ACCOUNT--COORDINATED CAMPAIGN",Legacy Data
MUR,3027,PUBLIC AFFAIRS PAC,Legacy Data
MUR,3026,DAN MICA FOR SENATE COMMITTEE,Legacy Data
MUR,3025,RUFF POLITICAL ACTION COMMITTEE,Legacy Data
MUR,3024,NORTH DAKOTA PUBLICA EMPLOYEES ASSOCIATION,Legacy Data
MUR,3023,AMERICAN ASSOCIATION OF MUSEUMS AND ART INSTITUTE OF CHICAGO,Legacy Data
MUR,3022,LOG CABIN PAC,Legacy Data
MUR,3021,ED FINKELSTEIN,Legacy Data
MUR,3020,"FRIENDS OF GARY HART -'88, INC.",Legacy Data
MUR,3019,INTELLICOM OF RALEIGH NORTH CAROLINA,Legacy Data
MUR,3018,RIVERSIDE COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,3017,"ARNOLD STEINBERG AND ASSOCIATES, INC.",Legacy Data
MUR,3016,STATE DEMOCRTIC EXECUTIVE COMMITTEE OF FLORIDA,Legacy Data
MUR,3015,ALERTED DEMOCRATIC MAJORITY,Legacy Data
MUR,3014,DOUGLAS COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,3013,NATIONAL CONSERVATIVE CONGRESSIONAL COMMITTEE,Legacy Data
MUR,3012,DORSEY POLITICAL FUND,Legacy Data
MUR,3009,RHODE ISLAND DEMOCRATIC STATE COMMITTEE,Legacy Data
